微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IE2NCd61k,#徐州生活# 【近期故黄河水草疯长，徐州“除草天团”再出动！】随着天气回暖，故黄河水草进入快速生长期。这些水草学名是菹(zū)草，徐州人喜欢称其为‘麦黄草’，每年这个时候是其生长最旺盛的季节。菹草不耐高温，一到夏季气温升高后，很容易腐烂并对水体形成污染。所以，必须赶在高温季节到来前清理打捞，徐州每年会分两批进行集中打捞，第一批从4月中旬开始 ，第二批从7月中旬开始。目前，徐州市黄河风景管理处正集中人力物力进行清理，预计通过一个半月的集中治理，故黄河水草将得到有效控制， 5月底前将全部清理完毕。（编辑X5598） [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/d17838b9ly1gdyxkxslfrj21a90u01ky.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdyxkybgquj21840u04qp.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdyxkys9q9j216v0u0qv6.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdyxl02t9mj21900u0npe.jpg",无,无,2020-04-19 15:00,微博 weibo.com,22,1,2
IE1CXbWD5,【今日#谷雨# 你准备好迎接夏天了吗？ 】①19日22时45分迎来#春季的最后一个节气#谷雨；②谷雨将“谷”和“雨”联系起来，蕴涵“雨生百谷”之意；③谷雨时节，春天将走到尾声，万物将展现出蓬勃生长的姿态；④此时节，柳絮飞落，杜鹃夜啼，樱桃红熟，提醒人们时值暮春，初夏将至；⑤下个节气为立夏。你准备好迎接夏天了吗？ （编辑X5598） [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9ly1gdytedfljoj20c80lqgqj.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdytedf3sbj20c80lqq4z.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdytedf63ij20c80lqmza.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdytedlutmj20c80lqgn6.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdytedfbmlj20c80lqgmz.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdytedi07qj20c80lqad4.jpg,http://ww3.sinaimg.cn/large/d17838b9ly1gdytedl715j20c80lqwh9.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdytedkuxnj20c80lqdi1.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdytedk1chj20c80lqju4.jpg",无,无,2020-04-19 12:01,微博 weibo.com,2,2,0
IE1ecovdA,【#武汉最初7例新冠病例会诊记录#】时隔三个多月，“疫情上报第一人”张继先首次打开档案柜，展示了最初7名新冠肺炎病例首次会诊记录，及多部门专家对这些不明病例的初次诊断意见，重现首次（去年12月27日）拉响警报的关键时刻。同时，她还公开回应相关质疑！她报告的都有哪些内容？看视频↓http://t.cn/A6w0RgmC @CGTN（编辑X5598） ,,无,无,无,2020-04-19 11:00,微博视频号,4,1,0
IE0PQofxB,【警惕！1人传染近50人，还“跨省”！】#哈尔滨本土聚集性病例传染链# 还在继续延长…… 截至4月16日24时，哈尔滨共有44例病患（25例确诊病例、19例无症状感染者）与这一波从美国返回哈尔滨的22岁女留学生韩某引发的本土疫情传播有关。值得注意的是，扎堆聚集，吃饭聚餐，正是这一波病毒“链式”传播的关键所在。目前，疫情还没有完全结束，并且我们还时刻面临着境外输入性病例的压力以及无症状感染者等传播的巨大风险。因此，我们依然要遵守不聚餐、不聚集、出门戴口罩等相关规定，切不能存在侥幸心理。（编辑X5598）据@央视新闻 原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gdytxc0aiuj20j63glwwn.jpg,无,无,2020-04-19 10:00,微博 weibo.com,3,3,3
IE039nCOK,#徐州天气# 今天雨止转多云，北到东北风3到4级，气温10℃到19℃。20日多云到阴，西南风转偏北风4到5级，气温10℃到20℃。  原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gdy60imz8gj20rs0bujzg.jpg,无,无,2020-04-19 08:00,微博 weibo.com,1,0,0
IDWvX4Cw0,#晚安徐州# 夜深了，放下手机，快睡吧，晚安~~~  原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gdy5qu00cwj22000s4ajq.jpg,无,无,2020-04-18 23:00,微博 weibo.com,11,2,2
IDVVq8izy,【泪目！#95岁妈妈坐轮椅看望75岁重病女儿#，“娘来了”】4月17日，河北保定网友晒出视频，称瞒了两个月，还是瞒不住了，自己95岁奶奶 得知75岁的大姑重病，坐着轮椅来看女儿，趴在床前摸着女儿的头，一声“娘来了”让无数人落泪。星视频的微博视频  ,,无,无,无,2020-04-18 21:30,微博视频号,32,6,4
IDVkTc7jO,#徐州生活# 【徐州将开展七大项专项整治，涉及了这些事...】今年是我市全国文明城市荣誉称号复合确认年，当前，全市创建全国文明城市工作已经进入攻坚阶段，为加快补齐短板弱项、全面提升创建水平，我市将在市区范围内强力推进“七大专项整治行动”。行动中，我市将紧扣全国文明城市测评要求，按照集中整治、巩固提升两个阶段，就老旧农贸市场改造、居民小区飞线充电整治、疏导点和背街小巷整治、电动车交通违法行为整治、交通违章抓拍系统升级改造、公交临时站点升级改造、乡镇与城乡接合部整治，开展专项整治行动，着力解决群众反映强烈的顽疾、难症，补齐硬件缺失和工作短板弱项，进一步提高城市管理水平、改善群众生活质量、提升社会文明程度、优化城市营商环境，确保我市以优异成绩蝉联全国文明城市桂冠。①老旧农贸市场改造将对市区铜沛、下淀、惠民、火花、雁山、苏北、孤山、中安、泉东、三堡10个农贸市场，实施整体改造提升工程，进一步改善农贸市场经营购物环境。②居民小区飞线充电整治将通过一系列措施有效制止居民小区私拉电线为电动车充电现象。③疏导点和背街小巷整治将对市区疏导点取缔9处、提档升级40处、全面改造8处、设施完善14处，同时通过提升背街小巷硬件设施建设水平，有力制止野广告、出店经营、占道经营、乱堆杂物、乱停车等不文明现象。④电动车交通违法行为整治将严肃査处主次干道、主要交通路口电动车闯红灯、逆行、上快车道等违法行为，营造安全有序的道路交通环境。⑤交通违章抓拍系统升级改造将在市区5个交通路口安装行人闯红灯人脸识别系统。⑥公交临时站点升级改造将对市区迎宾路、金山路、泰山路、湖北路、奔腾大道、凤鸣路、殷庄路7条路段上的34处简易站台实施改造，安装候车亭等站台设施。⑦乡镇与城乡接合部整治将进一步加强乡镇、城乡结合部地区基础设施建设，开展环境卫生综合整治，加大日常保洁、常态管理力度，有力制止乱搭乱建、乱停乱放、占道经营、出店经营等不文明现象。 原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gdy5vehmxcj20zk0pcnf3.jpg,无,无,2020-04-18 20:00,微博 weibo.com,5,3,1
IDUMNgmi2,#徐州生活# 【在你家附近吗？徐州这所小学6月底交付使用！】近日，金龙湖小学项目紧跟复学步伐，快马加鞭地赶进度，进入竣工倒计时。据悉，金龙湖小学项目于2019年4月开工，总投资约1.4亿元，占地约39亩，总建筑面积约3.35万平方米。金龙湖小学是经开区校安工程三年行动计划的一部分，是一所建设高起点、设备高规格、人员高素质、教学高质量、发展高速度的新建小学。项目建成后，将包括教学楼、综合楼、阅览室、共享空间以及食堂风雨操场，各部分通过连廊和益智空间相连接，整体形成一系列连续的建筑群体。设计规模10轨60个教学班，建成后可容纳2700名学生，配有功能室、音乐教室、美术教室、微机室、阅览室和报告厅等多种教学设施。预计6月底交付使用。 [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9ly1gdy3qbtohaj20u00k0mz6.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdy3qc7eouj20u00k0wio.jpg,http://ww2.sinaimg.cn/large/d17838b9ly1gdy3qcgivmj20u00k043n.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdy3qcpng1j20ty0gttcm.jpg",无,无,2020-04-18 18:36,HUAWEI P30,5,1,0
IDU3MknlB,【那个入境时泪崩的留学生，做了抗疫志愿者】前段时间，英国留学生哽咽讲述自己回国经历的vlog走红网络。隔离结束后，曹元元在上海嘉定区开始了抗疫志愿者工作。她表示，自己回国的时候，很多人帮助了自己，但是自己什么都没有做。所以想来做志愿者，把温暖传递下去。http://t.cn/A6wopT0Q    ,,无,无,无,2020-04-18 16:45,微博视频号,15,4,0
IDTioe8Rg,#徐州生活# 【打“飞的”吗？徐州5月新增和恢复多条航线！】5月3日起，徐州观音国际机场将执行2020年夏航季航班。大徐整理了部分夏航季时刻表，记得收藏哦~  原图 ,,http://wx2.sinaimg.cn/large/d17838b9ly1gdxx6aadunj20p02zb7wh.jpg,无,无,2020-04-18 14:48,HUAWEI P30,4,1,1
IDS8MtHOY,#徐州生活# 【想成为志愿者？大量志愿活动等你接单！】江苏开展新时代文明实践中心建设试点以来，383万名注册志愿者开展了12.7万余场集中性的志愿活动。如果你想成为其中一员，可以登录“志愿江苏”平台进行注册，发布相关技能，工作人员会发来受助者需求信息，等你“接单”！#黄金时间#http://t.cn/A6wMxgNK ,,无,无,无,2020-04-18 11:52,微博视频号,14,5,3
IDRFXmsid,#江苏播报#【起步就冲刺 江苏紧紧把住农业转型升级“牛鼻子”】为最大限度降低疫情对“三农”发展的影响，江苏持续加大农业农村领域投资，加速推进重大项目建设，以全省农业提质增效的坚定决心为夺取疫情防控和经济社会发展“双胜利”打下坚实基础。不负春光、扬鞭奋蹄，江苏各地正以“起步就冲刺”“开工就是决战”的姿态，全力推进农业农村重大项目建设。http://t.cn/A6wNqIVM ,,无,无,无,2020-04-18 10:40,微博视频号,1,3,1
IDQil7sQb,#徐州生活#【少年强则国强！“新时代徐州好少年”推选标准出台】日前，市文明委印发实施《“新时代徐州好少年”推选办法》，选树更多可学可做的身边榜样，引导广大未成年人见贤思齐、向上向善、孝老爱亲，忠于祖国、忠于人民，努力成长为担当民族复兴大任的时代新人。“新时代徐州好少年”一般每月推选一批，每批5人左右，推荐人选年龄原则上为6—16岁，年级为小学一年级至高二年级。市各有关部门评选的先进典型可优先推荐。更多评选事项详见配图↓↓↓（编辑X5598） [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/d17838b9ly1gdx12s6m6pj20h60bzab6.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdx12s6v88j20i10dsjt1.jpg",无,无,2020-04-18 07:10,微博 weibo.com,4,2,0
IDQ6a9oBf,#早安徐州# 早上好！周末驾到，今天你有什么计划？大好时光，别浪费在睡懒觉上哦~ （编辑X5598）  原图 ,,http://wx2.sinaimg.cn/large/d17838b9ly1gdx05ws7tej20ci0m8q4b.jpg,无,无,2020-04-18 06:40,微博 weibo.com,4,0,0
IDN5sgpZm,#晚安徐州# 你是否曾因为担心别人的看法而不断修改自己的底线？其实人们很多时候都会走进同一个误区。换位思考，豁然开朗！记得早点休息，提前道一声，晚安！（编辑X5598）  原图 ,,http://wx2.sinaimg.cn/large/d17838b9ly1gdx1lr0incj20m80cnq4y.jpg,无,无,2020-04-17 23:00,微博 weibo.com,5,1,4
IDMHv6K0N,#徐州生活#【晴空回归！不过，周末还有一场小雨“有约”】今天，高颜值的蓝天又回来了！徐州在蓝天的映衬下显得格外靓丽。至于周末，根据@徐州气象 预报，17日下午到18日晴转多云到阴，明天傍晚前后起有小雨，全天气温在8℃到21℃之间。不过下在晚上的小雨相信不会影响大多数人逛街的心情，而且风也不大，偏东风4级左右，可谓“恰到好处的温柔”。考虑到农业需求，周六夜间至周日早晨会择机进行人工增雨，尽量不影响市民周末休闲。19日雨止转多云，东北风3到4级，气温11℃到20℃。（编辑X5598） 原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gdx0je3ncej20m80eu0tg.jpg,无,无,2020-04-17 22:01,微博 weibo.com,4,0,1
IDMkLCSuh,#徐州生活#【为期9个月！我市水上交通安全专项整治全面启动】继全面启动道路运输#安全生产专项整治#工作之后，徐州市水上交通安全专项整治工作也于4月17日全面启动。坚决杜绝重特大事故，确保水域监管无盲区。范围涵盖徐州境内主要航道、通航密集区、交通管制区、水上水下施工作业区，涉及在徐州水域航行停泊和作业的船舶，港口码头、航运公司、桥梁建设经营单位等涉水企业。据大徐了解，市交通运输局将联合文旅、体育等部门排查通航水域从事游览、体育休闲活动船舶，对不合法的游览、体育项目坚决予以取缔。（编辑X5598） 原图 ,,http://wx3.sinaimg.cn/large/d17838b9ly1gdx0b3lt0kj20ba07rq6n.jpg,无,无,2020-04-17 21:05,微博 weibo.com,4,1,0
IDLW0uWwM,#徐州生活# 【便民利企！看徐州市总工会这些“暖心”举措】围绕夺取疫情防控和经济社会发展“双胜利”，市总工会设立400万元专项资金保障，实施“暖心”举措：关怀慰问驰援湖北医务工作者和疫情防控一线人员，并将适时联合卫健部门组织一线职工疗休养，计划500人，给予经费补助。实施“关爱”举措，及时把受疫情影响、造成生活困难的职工纳入救助范围，并做好帮扶服务工作……此外，市总工会今年将联合校企建立产业工人实训基地，整合社会资源。其中——依托徐州工会干校，建立“徐州产业工人中高级绘图员实训基地”；与徐州三源医药集团合作，建立“徐州产业工人产后康复实训基地”；与徐州鑫虹驾校合作，建立“徐州产业工人汽车驾驶实训基地”；与徐州新起点职业培训学校合作，建立“徐州产业工人创新创业实训基地”；与徐州市万博职业培训学校合作，建立“徐州产业工人电工实训基地”；与徐州新时代职业培训学校合作，建立“徐州产业工人高管人才实训基地”。全年计划投入140余万元，免费帮助产业行业企业培训产业工人不少于1000人次。（编辑X5598） 原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gdwycffp87j20rs0butc4.jpg,无,无,2020-04-17 20:04,微博 weibo.com,1,1,0
IDLdLa1yF,#徐州生活#【最新！各县（市）区环境空气质量情况通报来啦】今天，徐州市大气污染防治联席会议办公室发布各县（市）区环境空气质量情况通报。通报显示，截止到4月15日，从各地情况看，各县（市）区PM2.5均同比下降；从优良天数看，均同比上升。徐州各地具体情况如何？看数据↓↓↓（编辑X5598）  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9ly1gdwxir10o6j20m20g8gp5.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdwxira1gjj20m50i642i.jpg",无,无,2020-04-17 18:15,微博 weibo.com,0,1,1
IDKJkuhEh,【#保安倒地女医生飞奔跪地施救#】近日，在北京一公寓楼下，一名保安突然倒地浑身抽搐。当时朱灏宇医生刚好经过，来不及关车门、戴口罩，她就飞奔了过去，当即跪地对男子进行胸外按压，并清理其口腔里的血沫。当120救护车赶到时，男子的生命体征已趋平稳。据了解，朱灏宇是吉林某医院的医生，正在北京攻读博士后。http://t.cn/A6wKp2ro ,,无,无,无,2020-04-17 17:00,微博视频号,15,0,2
IDKkYu4B4,#徐州生活# 【致敬战“疫”中的他们！3月份“徐州好人”名单公布】为致敬战“疫”中的凡人善举，3月份“徐州好人”评选继续重点表彰疫情防控阻击战中涌现出来的先进个人和集体。根据“徐州好人”评选活动要求，综合考虑候选人事迹、“徐州好人”评选组委会意见以及评议情况，刘廷廷等13人（组）当选2020年3月份“徐州好人”。快看看都有谁？↓↓↓ 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdwrters5dj20k043xb1i.jpg,无,无,2020-04-17 16:00,微博 weibo.com,5,1,1
IDJWCuIlW,#重点关注# 【当好娘家人！你关心的、忧心的，帮您解决！】昨天，市总工会召开深化“当好娘家人·情暖职工心”星级服务品牌创建方案新闻发布会。今年将围绕以“六心”行动为主线，实施26项行动计划，着力解决职工群众最关心的利益问题和最忧心的现实问题。市总工会重点将推动高质量发展、支持服务企业复工复产、提高职工创业就业、开展普惠精准服务、助力全市安全生产等重点任务和事项纳入“当好娘家人·情暖职工心”星级服务品牌创建“六心”行动，深化实施26项行动计划，让更多的企业和职工享受工会组织提供的服务和实惠。26项行动计划涉及职工素质提升、就业创业、精准帮扶、主动维权、平台聚效、公益服务六个方面内容。其中，健全困难职工救助长效机制，制定《徐州市特困困难职工救助办法（试行）》，不断增加帮扶资金投入，分类施策、因人施策、因困施策，确保全市615户建档职工全部解困或脱困；推进职工学历提升计划，2020年完成400名一线职工、1100名农民工学历提升任务，对报名参加并取得本科、专科学历的一线职工分别给予2000元、1000元补助，对参加学历提升的农民工给予500元补助，同时探索开设研究生学历提升班并给予每人3000元补助；职工互助保险扩面提能计划，将新增参保职工1万人，全市完成参保金额830万元，健全县（市）区代办点，优化办理服务，让更多职工享受互助“红利”等。同时，市总工会将创建工作与“党建+”“一支一项”“双联双促”等党建工作深度结合，发挥党建的带动引领作用，增强创建工作的内生动力。在体系上深化完善，依托市总工会智慧工会“互联网+”工作平台，推动创建工作向网上进驻、线上延伸，通过服务事项全上线、数据分析不断线、专业团队常在线的方式和举措，提高服务品牌网上可视度，走开品牌创建线上新路子。 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdwqvkrd3qj20p00anmxm.jpg,无,无,2020-04-17 15:00,微博 weibo.com,0,2,0
IDJygzlVW,#徐州发布# 【淮海国际博览中心，主体结构开始施工！】4月13日下午，淮海国际博览中心项目一期主体钢结构完成吊装，标志着主体结构开始施工。淮海国际博览中心位于徐州市奥体中心北侧。按照规划，淮海国际博览中心整体建设规模67.41万平方、投资约100亿。建成后将成为淮海经济区最大的展示中心。是徐州对外开放的重要窗口、大型会展主办场地和大型高端商务活动平台，是具有现代会展功能、区域支撑功能、现代服务业创新功能和城市形象展示功能的淮海经济区中心城市核心项目。建成后，淮海国际博览中心将作为徐州举办第十三届园博会的重要活动场所，为园博会提供国际水平的配套设施与品质服务。 [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9gy1gdwl9vhwhaj20dw07rwhv.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdwl9vmyj1j20dw099n1i.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdwla2xl6tj20dw09qgp3.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdwla2vcr0j20dw099q5l.jpg",无,无,2020-04-17 14:00,微博 weibo.com,19,4,10
IDIvjzS5t,#重点关注# 【今天，这项考试开始报名，别错过！】我省2020年普通高校“专转本”选拔考试重新报名工作于4月17日开始，每天网报时间为8：30-22：00，截止时间为4月20日22时。符合报名条件的学生请及时登录省教育考试院门户网站（www.jseea.cn）进行报名，逾期不得补报。一、重新报名及志愿填报1.选拔对象、报名条件、报名资格审查、志愿设置、考试科目等，严格按照《省教育厅关于做好2020年“专转本”工作的通知》（苏教学〔2019〕7号）规定执行。2.2020年1月已成功报名2020年“专转本”选拔考试的考生，原报名信息与填报志愿无效，须重新报名，无需缴纳报名费。2020年1月没有报名的考生，符合条件的可以报名，须按照报名流程进行注册、报名、缴纳考试报名费。如重新报名时遇到问题，请咨询考生所就读的专科院校负责此次报名工作的部门。二、考试普通高校“专转本”选拔考试由省教育考试院统一组织。考试时间为2020年5月24日。 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gdwjsgftx5j20p00amjrp.jpg,无,无,2020-04-17 11:20,微博 weibo.com,5,1,0
IDIqvsRpL,#武汉调整确诊病亡人员数据#【关于武汉市新冠肺炎确诊病例数确诊病例死亡数订正情况的通报】新华社武汉4月17日电武汉市新冠肺炎疫情防控指挥部17日发布《关于武汉市新冠肺炎确诊病例数确诊病例死亡数订正情况的通报》，全文如下：　　根据《中华人民共和国传染病防治法》第三十八条第四款“公布传染病疫情信息应当及时、准确”，《突发公共卫生事件应急条例》第二十五条第三款“信息发布应当及时、准确、全面”，《中华人民共和国统计法实施条例》第十九条“统计资料不完整或者存在明显错误的，应当由统计调查对象依法予以补充或者改正”，《人口死亡信息登记管理规范（试行）》第十四条“医疗卫生机构应当建立数据订正制度”、第十五条“医疗卫生机构应当建立数据比对校核与补报制度”等规定，本着对历史负责、对人民负责、对逝者负责的原则，为确保全市新冠肺炎疫情信息公开透明、数据准确，武汉市新冠肺炎疫情防控指挥部专门成立涉疫大数据与流行病学调查组，组织市卫健、疾控、公安、民政、司法、统计等部门，线上对武汉市疫情防控大数据信息系统、市殡葬信息系统、市医政医管新冠肺炎信息系统、市新冠肺炎病毒核酸检测系统中的病例进行线上比对、去重、补全，线下按照全覆盖、无遗漏要求，对所有涉疫地点数据进行全采集，包括发热门诊、医院、方舱、隔离点、涉疫社区，以及公安、司法、民政等部门管辖的监所、养老机构等特殊场所，对所有病例个人信息全采集，通过医疗机构、街道社区、基层派出所、患者所在单位及家属，逐人排查核对，截至4月16日24时，确诊病例核增325例，累计确诊病例数订正为50333例；确诊病例的死亡病例核增1290例，累计确诊病例的死亡数订正为3869例。　　出现以上数据差异的原因：一是疫情早期病人激增，导致医疗资源挤兑，收治能力严重不足，有些患者没有入院治疗，在家中病亡。二是在救治高峰期，医院超负荷运转，医务人员忙于救治，客观上存在迟报、漏报和误报现象。三是由于收治患者的定点医疗机构快速增加，既有部属、省属、市属和区属医院，也有企业、民营医院和方舱医院等，少数医疗机构未能及时与大疫情网对接、报送信息。四是有些死亡病例信息登记不全，存在重报、误报情况。　　生命至上，人民至上。每一个在疫情中逝去的生命是家庭之殇，更是城市铭心之痛。在此，我们谨向在新冠肺炎疫情期间病逝者家属致以诚挚慰问，向不幸罹难的同胞和牺牲的医务人员致以深切哀悼！　　　　　　武汉市新冠肺炎疫情防控指挥部　　　　　　2020年4月17日 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gdwl6d4iemj20fm0fmq4y.jpg,无,无,2020-04-17 11:08,微博 weibo.com,6,2,3
IDIf5bDKb,#随手拍春天#  徐州的最美春天在这里！http://t.cn/A6wKhmxf  [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gdwit3sxn3j20dw099wjg.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdwit3rsfjj20dw07tq6g.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdwit3rruij20dw0afn0r.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdwit3tefdj20dw08y0y2.jpg",无,无,2020-04-17 10:40,微博 weibo.com,6,1,1
IDHUMF4yf,"#交通出行# 【安全！安全！安全！】为全面落实国务院安委会组织开展全国安全生产集中整治工作会议精神，结合市委市政府和省交通运输厅交通运输安全生产工作要点的要求，市交通运输局印发《徐州市道路运输安全生产专项整治实施方案》，明确即日起至2020年12月底开展全市道路运输安全生产专项整治，按照职责清单、检查清单、问题清单等“三个清单”的新型安全隐患排查整治方式，重点开展落实企业主体责任专项整治、“两客一危”专项整治、超限超载专项整治、公路基础设施专项整治、交通工程建设专项整治，筑牢道路运输行业安全生产根基。本次专项整治范围：从事省市际包车客运、三类以上班线客运和道路危险货物运输（以下简称“两客一危""）的不合规企业、车辆和驾驶员，非法营运企业和车辆等重大隐患和违法违规行为；货运车辆违法超限超载，及其所属企业和违法装载企业；公路基础设施风险排查治理；交通工程建设隐患及违法行为。我市将集中开展各类隐患排查治理和执法检查等，治理一批重大隐患，严惩一批违法违规行为，惩戒一批严重失信企业，问责曝光一批责任不落实、工作不力的单位和个人，确保问题整改到位，隐患全面清零。 原图 ",,http://wx2.sinaimg.cn/large/d17838b9gy1gdwihmcjoaj20sg0hrn1r.jpg,无,无,2020-04-17 09:50,微博 weibo.com,3,2,0
IDGZXuLgJ,#徐州天气# 今天多云到晴，偏北风4到5级阵风6级，气温10℃到23℃。18日多云转阴有雨，偏东风3到4级，气温8℃到21℃。  原图 ,,http://wx1.sinaimg.cn/large/d17838b9gy1gdvnjlt6wdj20sg0b176g.jpg,无,无,2020-04-17 07:30,微博 weibo.com,0,0,0
IDGBBwrcT,#早安徐州# 今天早上，准备吃点什么呢？ 早！  原图 ,,http://wx1.sinaimg.cn/large/d17838b9gy1gdvnidjjlmj20th1getu4.jpg,无,无,2020-04-17 06:30,微博 weibo.com,19,8,9
IDDEX89t1,#晚安徐州# 这个世界上，总有美好的情感与梦想，值得我们追随。晚安！  原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gdvnk0f380j20sg0f3n8m.jpg,无,无,2020-04-16 23:00,微博 weibo.com,6,2,6
IDDgBs7Gq,【#大学生为援鄂护士的孩子做65天家教#】2月9日，江苏常熟护师唐丽雯随队驰援武汉。邻居大学生唐张超，主动帮她的儿子辅导起了功课。从数学、语文到英语，他一教就是65天。唐张超说：“其实是孩子的妈妈在保卫我们，我只是在后方加了一把劲”。SBS暖视频的秒拍视频  ,,无,无,无,2020-04-16 22:00,微博视频号,26,0,1
IDCSfuKAV,#徐州生活# #寻找江苏最美风景#  人间最美四月天，位于徐州丰县大沙河畔的水杉林绿意盈盈，林间盛放的二月兰清新淡雅...快来瞧瞧！  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9gy1gdvok36yqlj20u00k0dmr.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdvok3d7j5j20u0190k6w.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdvok2z6frj20u00gw75i.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdvok3bjbij20u00k0q9s.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdvok34602j20u00gwn0a.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdvok32t7xj20u00gw775.jpg",无,无,2020-04-16 21:00,微博 weibo.com,13,2,7
IDCu3gPAl,#重点关注# 【《交通强国江苏方案》公布！徐州这些项目被点名...】今天，江苏省人民政府召开“交通强国江苏方案”新闻发布会，会上发布了《交通强国江苏方案》。方案详细公布了江苏交通运输发展重点任务，多项涉及徐州，一起来看↓↓↓ 《交通强国江苏方案》公布！徐州这些项目被点名...  ,,无,无,无,2020-04-16 20:00,微博 weibo.com,10,2,0
IDC5xyc5N,【#武汉社区送药志愿者的故事# 每天骑车最少12公里】武汉有40多万重症慢性病患者，在封闭管理抗疫期间，他们的救命药吃完了怎么办？这时，社区出现了一批购药志愿者，同样患有重症慢性病的叶九思就是其中的一员。为买药送药，他每天骑车最少12公里，甚至要骑25公里。他说，不害怕是假的，但他要表现出应有的镇定，因为这样才可以有更多人有勇气面对。 http://t.cn/A6waVgvW ,,无,无,无,2020-04-16 19:00,微博视频号,3,0,1
IDBHpaFy9,#徐州发布# 【徐州这38项工程，刚刚开了发布会……】18条新建、扩建道路，15座新建桥梁、立交，4座新建隧道，......这38项工程，与徐州人息息相关。今天，徐州市城市管理局召开新闻发布会，介绍了其承建的38项城建重点工程有关情况。 哪些道路要改造？你家附近将变成什么样？信息量太大，大徐把重点划了一下↓ http://t.cn/A6wakJrJ ,,无,无,无,2020-04-16 18:00,微博 weibo.com,10,9,6
IDBkRehAe,#晚饭加个菜# 【手撕柠檬鸡腿儿】手撕+柠檬+鸡腿肉，做法简单，酸辣开胃，吃了会上瘾～Via.天天美食推荐 （编辑X5598）  天天美食推荐的微博视频  ,,无,无,无,2020-04-16 17:05,微博视频号,23,11,5
