微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IFpO8rIZe,【全市首家 常州检标院获口罩和熔喷布检测资质】常州检验检测标准认证研究院通过省市场监管局组织的评审和审批，成为我市首家具有口罩和熔喷布检测资质的检测机构，获得了《熔喷法非织造布》（FZ/T 64078-2019）、《呼吸防护自吸过滤式防颗粒物呼吸器》（GB 2626-2006）、《日常防护型口罩技术规范》（GB/T 32610-2016）和《医用外科口罩》（YY 0469-2011）等标准的检测资质。 ,,无,无,无,2020-04-28 15:24,搜狗高速浏览器,5,3,2
IFpmLqXzE,【陈金虎走访调研防疫物资重点保障企业】昨天，代理市长陈金虎走访调研我市部分防疫物资重点保障企业。陈金虎在走访中指出，广大防疫物资生产企业在疫情防控阻击战中肩负着重大责任，要在守住疫情防控和产品质量安全“两个底线”的前提下，科学有序释放产能，为疫情防控和加快恢复生产生活秩序提供有力保障。同时，要不断提升技术创新能力，抢占市场份额，为疫情过后持续发展、高质量发展打好基础。副市长梁一波和市政府秘书长杭勇参加走访调研。 原图 ,,http://wx4.sinaimg.cn/large/9bf793c7gy1ge9gh3mg73j20k00d6taz.jpg,无,无,2020-04-28 14:17,搜狗高速浏览器,2,0,1
IFnYFnwGf,【常州全力维护社会大局稳定】昨天上午，我市召开公安工作会议。市委书记齐家滨出席会议，指出今年是高水平全面建成小康社会的收官之年，也是“强富美高”新常州建设再出发的起步之年，全市公安机关要大力弘扬“勇争一流、耻为第二”的常州精神，全力维护社会大局稳定，全面投入“五大明星城”建设新实践，为推动“三个走在前列、一个积极探索”作出更大贡献。会议表彰了公安系统一批先进集体和个人。 [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/9bf793c7gy1ge9ac6ovbrj20k00cmacy.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1ge9ac6nd3kj20k00dbtb6.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1ge9ac6pt6wj20k00db416.jpg",无,无,2020-04-28 10:45,搜狗高速浏览器,1,0,0
IFnnh1iyH,【#我国网民规模达9.04亿# #我国网络购物用户规模达7.10亿#】中国互联网信息中心28日发布了第45次《中国互联网络发展状况统计报告》。《报告》显示，截至今年3月，我国网民规模达9.04亿，较2018年底增长7508万；我国网络购物用户规模达7.10亿，截至今年3月，我国在线教育用户规模达4.23亿，较2018年底增长110.2%。数据显示，疫情期间多个在线教育应用的日活跃用户数达到千万以上。 ,,无,无,无,2020-04-28 09:13,搜狗高速浏览器,1,0,0
IFgNo9uGn,【铁路常州站“五一”小长假新增35列旅客列车】今年“五一”小长假旅客运输期限为4月30日至5月5日，共计6天。铁路常州站预计发送旅客13.2万人次，届时，常州站将新增旅客列车35列，以满足旅客出行需要。主要方向为上海、徐州、合肥、阜阳、蚌埠、安庆等地。其中，常州站新增旅客列车29列，常州北站新增旅客列车6列。 [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/9bf793c7gy1ge8emy3239j20j60dy0wr.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1ge8emy047rj20j603jaas.jpg",无,无,2020-04-27 16:28,搜狗高速浏览器,2,2,4
IFgblzLzR,【“水韵江苏 又见美好”常州分会场火热启幕】昨天上午，“水韵江苏 又见美好”主题游常州分会场启动仪式在迪诺水镇盛大启幕。本次活动由江苏省文化和旅游厅主办，作为分会场之一的常州迎来了南京、扬州、镇江、泰州等地约500名旅客朋友，他们一起走进常州热门景区，体验远山近水、动静相宜的魅力常州。 ,,无,无,无,2020-04-27 14:54,搜狗高速浏览器,0,0,0
IFfUu6soF,【南沿江城际铁路常州段征地拆迁工作完成】南沿江铁路常州段已完成全线征地拆迁任务。日前，副市长蒋锋率相关部门负责人督导南沿江城际铁路常州段征迁和交通运输安全专项整治工作。南沿江城际铁路常州段自开工以来已累计完成投资50亿元，占常州段总投资的25%。今年计划完成投资50亿元，截至目前已完成投资15亿元，为年度计划的30%。目前桥梁、隧道、路基、管线迁改工程已全面展开，金坛西、金坛和武进制梁场均已具备满产生产能力。 ,,无,无,无,2020-04-27 14:12,搜狗高速浏览器,4,0,5
IFead8uPm,【市政府常务会议召开】昨天，代理市长陈金虎主持召开市政府常务会议，审议通过《关于进一步推动非户籍人口在城市落户的实施意见》《关于加快推进企业股改上市加速有效创新资本形成的若干政策意见》《常州市促进3岁以下婴幼儿照护服务发展的实施方案》等。  原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1ge830o60t7j20k00d8adp.jpg,无,无,2020-04-27 09:46,搜狗高速浏览器,2,1,1
IFdTq8DIU,【近园对外开放】经过持续一年多的修缮保护，近园历史风貌得以恢复，今天重新对市民开放。近园是常州地区现存建造最早且保存较为完整的古典园林，是具有明末清初古典园林风格的珍贵实例，也是常州目前唯一一座被列为全国重点文保单位的古典园林。近园南北长80米，东西宽64米，亭、台、楼、榭大多是围着池水安置，形成了“中有大池、池中一岛、池周建筑”的独特格局。中国著名古建筑园林艺术学家、“现代中国园林之父”的陈从周先生认为：“常州近园，映水一山，崖道、洞壑、蹬台，楚楚有致。” 为现存江南园林之中的上乘之作。http://t.cn/A6Ah5Nfk [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1ge81th2d6fj20bh06emxa.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1ge81th3riij20bg06f74o.jpg",无,无,2020-04-27 09:04,搜狗高速浏览器,10,2,1
IF8n1FNq0,【江苏常州：让“文明之法”内化于心外化于行】2020年5月1日起，《常州市文明行为促进条例》（以下简称《条例》）将正式实施。据介绍，这是我市制定的第一部关于精神文明建设的地方性法规，是我市精神文明建设法治化进程中一个新的里程碑，标志着我市文明行为促进工作进入法制化、规范化、长效化的新阶段。据悉，《条例》共六章三十七条，包括总则、文明行为倡导、不文明行为治理、保障与监督、法律责任和附则。http://t.cn/A6wsPh7A ,,无,无,无,2020-04-26 19:01,专业版微博,0,0,1
IF73VfBAK,【常州轨道交通2号线110千伏丁堰变电站正式投运】4月24日11点40分，常州轨道交通2号线110千伏丁堰站投运，标志着整个地铁2号线机电安装、调试、运营的主电源正式供电了。轨道交通110千伏丁堰变电站位于常州市东方西路与湾城北路交界处，是2号线的核心站所。此次安装两台容量为25兆伏安的主变压器，110千伏部分采用线变组接线，室内GIS布置，两路进线分别由220千伏东青变和220千伏芳渚变引入。 ,,无,无,无,2020-04-26 15:41,搜狗高速浏览器,1,0,3
IF4Z2hJzK,【常州加快推进城建领域安全生产整治工作】23日上午，我市召开城建领域安全生产工作调度会，部署国务院和省督导组反馈的城建领域典型问题整改工作，为推动我市高质量发展走在前列提供安全保障。会议要求，针对建筑施工、城镇燃气、城市地下管线、道路运输、水上交通运输、铁路、机场以及城市管理等方面的安全生产问题，我市各地各部门务将严格落实“三管三必须”要求，构建横向到边、纵向到底、闭环运行的安全生产责任体系，不断提升本质安全生产水平。 ,,无,无,无,2020-04-26 10:24,搜狗高速浏览器,0,0,0
IF4OUnvop,【世卫组织：#无证据表明新冠肺炎治愈者可免疫#】#关注新冠肺炎#近日，“免疫护照”或“零风险认证”的概念，成为允许人们不会再次感染、可重返工作岗位的“保护伞”。世界卫生组织在其网站24日发表的科学简报中说，抗体免疫的有效性仍需更多证据。央视网快看的微博视频  ,,无,无,无,2020-04-26 09:59,微博视频号,0,1,0
IF4NKgEOe,【市领导督查安全生产工作】4月23日，副市长许峥带领市民政局、农业农村局、市场监管局负责人，赴常州经开区开展安全生产综合督查。许峥要求各地各部门始终紧绷安全这根弦，坚决克服麻痹侥幸心理，严格落实安全责任，坚决守住安全底线，为全市打赢疫情防控阻击战、实现全年经济社会发展目标筑牢基础。  ,,无,无,无,2020-04-26 09:56,搜狗高速浏览器,0,0,0
IF4uZtJsC,【常州召开防汛防旱工作电视电话会议】4月24日，我市召开防汛防旱工作电视电话会议，全面落实党中央、国务院决策部署，贯彻全国、全省防汛防旱电视电话会议精神，传达市委书记齐家滨、代理市长陈金虎就全市防汛防旱工作作出的批示，安排部署今年全市工作任务。根据水文气象预测，今年长江下游及江南北部地区可能在5月中旬就有早梅雨出现，汛期降水量较往年同期偏多2至5成。 ,,无,无,无,2020-04-26 09:09,搜狗高速浏览器,2,1,0
IEVMWEcBD,【陈金虎督查高架沿线市容环境专项整治工作】昨天，代理市长陈金虎实地督查高架沿线市容环境专项整治工作，要求以更大决心、更大力度、更实举措推进专项整治，突出净化、绿化、美化、亮化、长效化，扮靓城市风景，优化人居环境，提升城市品位，不断增强广大市民的获得感、幸福感和安全感。http://t.cn/A6wD2R0P ,,无,无,无,2020-04-25 10:59,360安全浏览器,4,0,4
IEVyI6lCC,【常州轨道交通2号线110千伏丁堰变电站正式投运】昨天，常州轨道交通2号线110千伏丁堰变电站投运，标志着整个地铁2号线机电安装、调试、运营的主电源正式供电。常州轨道交通2号线110千伏丁堰变电站正式投运  ,,无,无,无,2020-04-25 10:24,皮皮时光机,29,2,6
IENUVt7Ed,【陈金虎会见东部机场集团党委书记、董事长钱凯法】4月23日，代理市长陈金虎在行政中心会见了东部机场集团党委书记、董事长钱凯法一行，双方就整合多方资源加快常州机场建设，深化常州临空产业发展进行交流和沟通，共同推动常州建设江苏中轴枢纽城市。  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/9bf793c7gy1ge4v59utb7j20k00btq5l.jpg,http://ww1.sinaimg.cn/large/9bf793c7gy1ge4v59sr2gj20k009h0vc.jpg",无,无,2020-04-24 14:57,搜狗高速浏览器,7,2,12
IEMg7rSAE,【《江苏生态环境监测条例》5月1日实施】全国第一部生态环境监测领域地方性法规——《江苏省生态环境监测条例》将于2020年5月1日正式施行，这也标志着江苏生态环境监测工作进入了法制化、规范化的新阶段。《条例》明确了自动监测数据在环境执法中的法律地位。污染物排放自动监测设备的自动监测数据，由生态环境主管部门按照国家环境标准、技术规范审核后，可以作为监管执法工作的事实依据。 ,,无,无,无,2020-04-24 10:43,搜狗高速浏览器,0,0,0
IELKrAyG5,【江苏景区5月1日起门票降幅10%】自5月1日起，江苏旅游景区将实施为期一个月的阶段性门票价格优惠。除了门票价格下浮幅度不少于10%外，江苏上百家景区对全国的医护人员实行免费开放一年的优惠政策。提醒：疫情期间，各景区都采取了限流等措施，出行前尽量通过网上预约，提前买好门票。http://t.cn/A6wro7k5 ,,无,无,无,2020-04-24 09:25,微博视频号,2,1,2
IELIkoUp0,【常州收听收看江苏安全生产专项整治集中督导推进视频会议】4月22日上午，江苏安全生产专项整治集中督导推进视频会议在北京召开，国务委员王勇出席会议并讲话。会议结束后，我省迅速研究部署贯彻落实工作，省委书记娄勤俭、省长吴政隆分别提出要求。齐家滨、陈金虎等市四套班子领导在我市分会场收听收看会议。 ,,无,无,无,2020-04-24 09:20,搜狗高速浏览器,0,0,0
IEHlfngd4,健身三十六计，四月不减肥，五月六月一直肥！马了练全球健身中心的微博视频  ,,无,无,无,2020-04-23 22:12,微博视频号,14,13,2
IEFRae9KO,【芝士年糕火锅】你有没有想念火锅的味道？俗话说的好，芝士就是力量，软软糯糯的年糕好吃到爆炸，爱了爱了。懒饭App的微博视频  ,,无,无,无,2020-04-23 18:25,微博视频号,0,0,2
IEEHfeHS2,【柳工华东基地二期项目加速推进】今年2月25日，柳工华东基地大型智能矿山机械项目开工，并成为全市2020年重大产业项目集中开复工活动的主会场。随着新一轮投资建设的加速推进，柳工华东基地将加快迈向百亿规模，成为柳工全球规模最大、产品最完善、技术最先进的研发、制造、销售和服务基地。目前，柳工东部基地具备年产20000台挖掘机、1500台推土机、1500台矿用设备制造能力及相关产品、设备研发能力。2019年实现整机销售12000余台，销售收入43亿元，纳税超过1.3亿元。2020年将聚焦新一代F系列挖掘机、大型、高端矿用设备、D系列推土机的研发和上市推广，力争完成营收50亿元、纳税1.5亿元。 原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1ge3qft2aq2j20k00f00xe.jpg,无,无,2020-04-23 15:28,搜狗高速浏览器,4,0,2
IEEa6oPHV,【常州举行庆祝常州解放71周年升国旗仪式】今天上午，在张太雷纪念馆广场，我市举行庆祝常州解放71周年升国旗仪式暨2020年常州市百万青少年走进爱国主义教育基地活动启动仪式。市委常委、宣传部长陈涛，副市长陈正春，市政协副主席张耀钢出席仪式，并与青少年代表“江苏省四好少年”陈晓萱同学共同发布《常州市爱国主义教育地图》。 原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1ge3o2ubddmj20k00dcwim.jpg,无,无,2020-04-23 14:07,搜狗高速浏览器,7,0,0
IECWSlusy,【重点场所如何防控新冠肺炎：机关事业单位、企业、建筑业、快递业疫情防控指南 】为贯彻国家和我省新冠肺炎疫情防控总体部署，坚持应急处置与常态化防控相结合，科学、细致、有效地做好重点场所、重点单位、重点人群的防控，推进社会生产生活逐步恢复，省卫生健康委根据国务院联防联控机制印发的新冠肺炎各类防控技术指南，推出系列解读视频。请看第二期“机关事业单位、企业、建筑业、快递业疫情防控指南”——http://t.cn/A6wumlfF ,,无,无,无,2020-04-23 11:01,微博视频号,0,0,0
IECRwbu3e,【溧阳竹箦镇6个重点项目集中开工 总投资28.53亿元】4月20日，溧阳市竹箦镇举行2020年重点项目集中开工暨江苏修德防腐防护管道及管道材料项目开工仪式，6个项目集中开工，总投资28.53亿元。6个项目涵盖防腐防护管道、汽车零部件、打磨机器人、钛纤维植物铸造用添加剂等多个领域，预计建成投产后可新增年销售收入40亿元。其中江苏修德材料科技有限公司石油天然气管道防腐防护及管道材料生产项目总投资5.03亿元，达产后预计新增年销售收入8亿元。 ,,无,无,无,2020-04-23 10:48,搜狗高速浏览器,4,0,0
IECtcxPYM,【金坛指前镇入选全国农业产业强镇】农业农村部、财政部本月20-22日公示2020年农业产业强镇建设名单，金坛区指前镇成为此次全市唯一入选镇。指前镇地处长荡湖畔，水稻、河蟹为该镇主导产业。105年前，指前标米曾获巴拿马国际博览会金奖。去年，指前镇水稻、河蟹产值分别达2.38亿元和6.16亿元。  ,,无,无,无,2020-04-23 09:48,搜狗高速浏览器,2,1,0
IEvxzrdcm,【#全国超4000景点五一出游需预约#】与去年不同，今年五一是一个谨慎而充满希望的假期，据@中国日报报道，#五一机票价格比去年跌三成#。近日，文旅部联合卫健委发布通知，要求景区建立完善预约制度，推行分时段游览预约。现在可以在网络平台预约五一参观的景区数量全国超4000家，不少景区是需要至少提前一天预约。http://t.cn/A6wErkIL ,,无,无,无,2020-04-22 16:10,微博视频号,0,0,0
IEuRLFJMg,【第51个世界地球日：珍爱地球 人与自然和谐共生】4月22日是第51个世界地球日，今年的宣传主题是“珍爱地球，人与自然和谐共生”。地球有着丰富的资源资源，滋养了一代又一代人类，看似取之不尽用之不竭，实际并非如此。如今我们正面临生物多样性减少、森林锐减、大气、水源、海洋污染等问题。我们只有一个地球，她是我们最美丽的家园，我们要从身边小事做起：垃圾分类，节约用水，绿色低碳，不食用野生动物。用我们的行动来呵护地球母亲，与自然和谐共生。http://t.cn/A6wEBKtQ ,,无,无,无,2020-04-22 14:27,微博视频号,1,1,0
IEuH1naEC,【省人大常委会来常调研民生实事项目人大代表票决制和养老服务】昨天，省委常委、宣传部长，省人大常委会副主任、党组副书记王燕文带领省人大常委会调研组来我市开展专题调研活动，调研我市在养老服务方面处理代表建议督办和基层民生实事人大代表票决制度实施情况。调研组调研了金东方护理院、玖玖江南养护中心和牛塘敬老院，并召开了座谈会。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1ge2i9wrnboj20go09ewf3.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1ge2i9wt0f7j20go0970tr.jpg",无,无,2020-04-22 14:00,搜狗高速浏览器,2,0,0
IElinb9gO,【江苏首家！“常州地铁有声图书馆”惊艳亮相】2020年世界读书日前夕，“常州地铁有声图书馆”惊艳亮相。在这列以“书香常州”命名的主题专列上，6节车厢被打造成了一座有着浓郁常州风情的”数字图书馆“。以老常州水墨画为背景的书架上陈列着各类“书籍”，营造出真实图书馆氛围。用最小的面积展现云端图书馆是“常州地铁有声图书馆”的显著特色。每个书码都对应实时更新的云端书架。乘客只需要扫描车厢内任何区域书籍旁边二维码，无须加载APP即可直接收听，方便快捷。更可把喜欢的书加入定制小程序“我的书架”随时听书。 [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/9bf793c7gy1ge1csbtqtyj20k00b9di0.jpg,http://ww1.sinaimg.cn/large/9bf793c7gy1ge1csbtph3j20k00b9dhl.jpg,http://ww1.sinaimg.cn/large/9bf793c7gy1ge1csbsl2wj20k00b9mye.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1ge1csbubzxj20k00b976i.jpg",无,无,2020-04-21 14:05,搜狗高速浏览器,13,3,1
IEjLWzYLY,【9月1日前 常州将全面撤除城市道路临街垃圾桶】9月1日前，我市将全面撤除城市道路临街垃圾桶，而固定式分类果壳箱仍保留。通过“软引导”与“硬约束”，杜绝乱扔垃圾、违规设桶等行为，进一步推进城市精细化管理。我市的撤桶行动分两步走：至6月底，完成撤除主要街道两侧的垃圾桶；至8月底，完成城市化管理区域内所有城市道路两侧的垃圾桶撤除工作。 ,,无,无,无,2020-04-21 10:12,搜狗高速浏览器,4,2,1
IEbU0qoie,【#袁隆平钟南山罕见同台# 网友：我们的#医食无忧组合#】2011年，钟南山在某颁奖盛典上为袁隆平颁奖，期间还打趣说：“我刚给隆平大哥检查过身体，但是以后别再抽烟了，好不好？”致敬！我们的医食无忧组合 人民网的微博视频  ,,无,无,无,2020-04-20 14:10,微博视频号,9,3,2
IEaAsvuYq,【李文亮夏思思等被追授中国青年五四奖章】第24届“中国青年五四奖章”抗疫追授个人（共33人）名单公布，其中李文亮、夏思思、彭银华等人入选。第24届“中国青年五四奖章”抗疫追授个人（共33人）  ,,无,无,无,2020-04-20 10:49,搜狗高速浏览器,2,1,0
IEaqLwz3Y,【这些谣言不能掉以轻心！快来一起识谣辨谣】当前国内疫情防控形势持续向好，各地逐步恢复生产生活秩序，但新一波谣言又来袭，你都能分清吗？新华网的秒拍视频  ,,无,无,无,2020-04-20 10:25,微博视频号,1,1,0
IEablzSbF,【金坛3028亩集体经营性建设用地即将入市】金坛将推动集体经营性建设用地入市。该区符合土地利用总体规划和城乡规划的工业、商业等经营性用途的集体建设用地共有296宗地，共计3028亩。其中，地块数量和面积最多最大的乡镇是薛埠镇，有75宗地，约1002亩；其次为金坛开发区，有62宗地，约751.2亩。  ,,无,无,无,2020-04-20 09:47,搜狗高速浏览器,0,1,2
IE9QUvgYu,【齐家滨调研常州芯片企业】昨天，市委书记齐家滨调研江苏宏微科技股份有限公司、欣盛半导体、常州纵慧芯光半导体科技有限公司等我市部分芯片企业强调，要大力推动芯片产业和基金集聚发展，努力打造创新企业和现代产业集群，营造开放、协同、包容的良好产业生态系统，不断提升城市能级和核心竞争力，为建设科教创新明星城提供关键支撑。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1gdzy9k4h80j20k00dbjtq.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1gdzy9k533mj20k00dbacy.jpg",无,无,2020-04-20 08:57,搜狗高速浏览器,6,0,1
IE4epznvb,【2020中国·溧阳茶叶节暨天目湖旅游节开幕】昨天上午，伴随着悠扬的焦尾琴声、优雅的茶艺表演、优美的《春芽》歌舞，2020中国·溧阳茶叶节暨天目湖旅游节在江苏首批特色田园乡村上兴镇曹山牛马塘村拉开帷幕。本届“两节”采用线下线上方式举办，首次推出“云”茶叶节。为期一个月的“两节”，还将举行胡润榜长三角最具投资价值城市暨江苏强富美高样本发布活动、中国·溧阳生态摄影大展暨创建“中国摄影之乡”活动、“抖出茶香新溧阳”挑战赛、地方戏曲展演周等活动。 ,,无,无,无,2020-04-19 18:38,搜狗高速浏览器,3,4,3
IE3nf1Aa4,#爱鸟周护鸟在行动## 世界地球日（4.22）和第八届“爱鸟周”（4.20-4.26）到来之际，常州市自然资源和规划局特推出在线有奖知识竞答活动，宣传常州自然资源保护和野生动物保护等知识。  原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gdz5o1qn38j20k00vi41z.jpg,无,无,2020-04-19 16:27,360安全浏览器,2,2,1
IE2zYcMOf,#遇见美好# 常州新地标，文化广场灯光首秀！记得点赞哟！ 常州 微常州的微博视频  显示地图 ,,无,无,#遇见美好#,2020-04-19 14:26,iPhone客户端,51,12,9
IE1PW51cm,【15项房屋建筑工程获省“扬子杯”奖】2019年度江苏省“扬子杯”优质工程奖获奖项目揭晓，我市15项房屋建筑工程上榜。这15项工程分别是：常州科技金融中心；常州市反恐维稳综合训练基地教学楼及综合楼项目；常州第一建筑集团有限公司工业化建筑配套生产基地项目车间一、车间二、地下车库；星河国际四期（七区）；武进新城市广场（莱蒙城）5-A组团1#2#及地下室；中景商务中心（1#-4#楼及地下室）；1#、地下车库（中景商务中心）；江苏省常州高级中学戚墅堰分校新建工程——宿舍楼一、食堂、宿舍楼二、教师办公楼、图书馆、教学楼一~三、综合实验楼、体育馆、行政楼、门卫1、地下车库建筑施工；常州市第一人民医院综合病房大楼工程；常州市天宁区全民健身中心建设工程；华府晶园（03#地块）2#、3#、11#、13#住宅楼及B、C区地库；常州市教科院附属中学行政综合楼；常州市武进区李公朴小学教育集团人民路校区；常州市同济中学扩建工程综合楼及地下室、入口连廊建筑工程施工总承包；常州大学西太湖校区建设项目公共教学楼。 原图 ,,http://wx4.sinaimg.cn/large/9bf793c7gy1gdyyvqnkrcj20sg0lc77a.jpg,无,无,2020-04-19 12:33,360安全浏览器,1,0,0
IE096sCFu,谷雨时节，夏至未至愿落花有意，流水有情你与时光皆如意，绿阴冉冉遍天涯——早上好  原图 ,,http://wx4.sinaimg.cn/large/9bf793c7gy1gdyrf0ojokj20c80jxjt0.jpg,无,无,2020-04-19 08:14,360安全浏览器,5,3,3
IDVax6NRp,【南大街开展非机动车集中整治 乱停乱放小心拖走】  4月起，南大街街道会同钟楼区城市管理局、市公安局交警支队钟楼大队，开展为期三个月的中心商圈非机动车停放集中整治行动，以提升城市文明形象，根治非机动车停放杂乱无序的“顽疾”，美化“龙城第一商圈”。详情戳大图@常州交警在线 @新钟楼  原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1gdy5fyy9g7j20ig0m8abo.jpg,无,无,2020-04-18 19:34,360安全浏览器,2,2,1
IDTCf0FVM,【新孟河延伸拓浚工程 金坛段下月将达通水目标】据悉，作为金坛区首个复工的重大水利项目，新孟河延伸拓浚工程金坛段加紧推进，计划5月达到通水目标，确保汛前发挥效益。新孟河延伸拓浚工程金坛境内总长度为12.59公里，其中先导段和金武路桥梁已完工。新孟河延伸拓浚工程是国家172项节水供水重大水利工程之一，也是引江济太的骨干工程，项目建成后将对改善区域水环境、配置水资源、提高防洪排涝能力等发挥重要作用。http://t.cn/A6wpozwB ,,无,无,无,2020-04-18 15:37,专业版微博,5,1,0
IDR1h2Awn,【我市积极落实“放管服”改革要求 交房即发证 交地即发证】根据省自然资源厅、省税务局日前出台的在全省推广“交房（地）即发证”有关精神，市不动产登记交易中心积极推进落实，通过提前介入、优化流程、容缺受理、业务系统升级，增加“交地即发证”新模块。同时，会同自然资源与规划新北分局、新桥镇政府、税务局等部门，顺利实现“交地即发证”服务。http://t.cn/A6wNUFCn ,,无,无,无,2020-04-18 09:00,专业版微博,0,0,0
IDKaOc9C8,#花情预报#【杜鹃花开艳满城，濒危秤锤亦无瑕】在紫荆公园的大草坪、西门附近以及青枫公园的珍稀植物区、樱花林外侧，市民游客还能看到一种开白色小花的树，是我国特有的国家二级保护濒危树种，因其果实长似秤锤，故名叫秤锤树。其花朵倒垂于枝条上，洁白无瑕、清新脱俗，吸引了不少游客的注意。http://t.cn/A6wKde2k [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/9bf793c7gy1gdwswdj26uj20ci08caew.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1gdwswdkmd4j20ci08c0xe.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1gdwswdos31j20ci08cdm2.jpg",无,无,2020-04-17 15:35,搜狗高速浏览器,3,1,0
IDIoSng4Y,【南市河历史文化街区整治项目将在6月中下旬完工】位于大运河文化带核心区先导段的南市河历史文化街区，文物资源丰富，是传承运河文化的重要载体。该街区整治项目实施至今，老宅老街通过政府主导、社会参与的方式逐渐展露新颜，全部整治工程预计6月中下旬竣工。下一步，市、区两级相关部门将在街区推进“建筑可阅读”工作，并协调做好街区内重要文物建筑的文化展示策划，使街区与青果巷、篦箕巷等串联成珠，共同将大运河文化带核心区先导段打造成没有围墙的博物馆和文化旅游休闲长廊。 原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gdwl2ogdquj20br08emxi.jpg,无,无,2020-04-17 11:04,搜狗高速浏览器,19,2,3
IDA2gqLv5,【市领导开展调研：为重点项目提供优质人才服务】昨天下午，市委常委、组织部长周昌明赴金坛区、武进区进行专题调研，推进新“龙城英才计划”专班相关工作，为重点项目提供优质人才服务。周昌明指出，人才是发展的第一资源，也是目前企业最宝贵、最紧缺的资源。周昌明要求市、区两级各相关部门进一步加强谋划，主动作为，急企业所急，一企一策提供精准、高效、优质的服务，为建设高质量工业智造明星城提供坚强人才保障。 副市长、武进区委书记李林陪同调研。 ,,无,无,无,2020-04-16 13:46,搜狗高速浏览器,1,0,0
IDyAZ0vCe,#微直播# 昨天下午，市政府新闻办召开新闻发布会，介绍第五届常州市创新创业大赛的相关组织工作。本届创新创业大赛继续秉承“创新促发展，创业赢未来”为主题，设众创团队组、科技型中小微企业组和十百千创新型企业组三个组别。截止3月31日报名结束，团队组和企业组共报名600家，提交有效参赛项目454项，比去年增加52项，经过初审，共受理334个项目，后续将进入现场考察、决赛等环节，直至评出各个奖项。据介绍，常州市创新创业大赛自2016年举办以来，已成功举办四届，前四届大赛共吸引1536家企业和创业团队参与竞赛，决出三等奖及以上奖项409项，吸引120余支创业团队在常州科技创业载体中注册落地和孵化。市科技局以奖金和科技计划项目立项的方式给予了大力支持，向获奖团队累计发放奖金509万元，市科技计划项目立项326项，项目支持资金达7680万元。http://t.cn/A6wXfNC6 原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gdvdrqwbcfj20k00f0gn6.jpg,无,无,2020-04-16 10:06,搜狗高速浏览器,1,0,0
IDyzpqPmF,#微直播# 【支持企业家创新创业 常州出台10个方面30条举措】昨天下午，政府新闻办举行新闻发布会，解读《关于支持企业家创新创业服务民营经济高质量发展的若干措施》（以下简称《若干措施》）。《若干措施》重点从引导企业家、尊重企业家、激励企业家、保护企业家、支持企业家、联系企业家、服务企业家、帮扶企业家、培养企业家、宣传企业家十个方面列出三十条具体措施，形成推动本土企业家扎根常州、深耕常州的政策体系，更好地促进企业家健康成长，服务民营经济高质量发展。常州市委市政府高度重视民营经济，近期还将出台《常州市加快民营经济发展三年行动计划（2020-2022年）》，明确今后3年全市民营经济发展目标任务。http://t.cn/A6wXVQgx 原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gdvdo80xw0j20j60bx4qp.jpg,无,无,2020-04-16 10:02,搜狗高速浏览器,2,0,0
IDysk4p8r,【陈金虎会见民生银行南京分行行长李业弟一行】昨天下午，代理市长陈金虎在市行政中心会见中国民生银行南京分行党委书记、行长李业弟一行。陈金虎表示，常州坚持不懈抓项目、抓创新、抓环境，强力推进五大明星城建设，加快融入长三角一体化进程。这需要得到金融机构的更多支持，同时为金融机构业务拓展提供了发展空间。希望民生银行持续创新金融产品，为常州发展提供更有力的金融支持。市委、市政府将全力支持民生银行等金融机构在常加快发展，推动实现互利共赢。 原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gdvd66ukrxj20k00dbtcb.jpg,无,无,2020-04-16 09:45,搜狗高速浏览器,1,0,1
